# lo0 lores lofreq freq dec resbin ridx weight widx noise166 flux10 snr10 hours snravg noise50 psf_area psf_sym psf_mean noise50k speed speed_avg
SKASUR1 0 0 1400 -10 10.0-60.0arcsec 6 natural 0 3 7.90 2.65 55.01 3.81 5.4 7.5e+02 0.06 15.4223 1.7e+02 1.3e+02 2.8e+02
SKA1W8-12C0B120 0 0 800 -30 2.0-3.0arcsec 3 natural 0 2.8 11.69 4.19 36.39 4.69 5.1 17 0.01 2.3308 1.6e+02 19 28
SKA1W8-V2 0 0 1000 -30 10.0-60.0arcsec 6 natural 0 1.2 10.00 8.09 8.54 9.68 2.3 1.6e+03 0.02 22.4535 71 45 1e+02
SKA1W8-V2 0 0 800 -50 3.0-4.0arcsec 4 natural 0 3.4 11.69 3.40 65.72 3.49 6.3 36 0.09 3.4055 2e+02 12 14
SKA1W8-V2 0 0 650 -30 3.0-4.0arcsec 4 natural 0 3.6 13.52 3.74 68.06 3.43 6.6 35 0.01 3.3250 2.1e+02 23 14
SKASUR 0 0 1400 -10 3.0-10.0arcsec 5 natural 0 2.5 7.90 3.10 65.00 3.51 4.6 74 0.02 4.8698 1.5e+02 1.7e+02 2.3e+02
SKA1V8-C9B120 0 0 650 -10 0.4-1.0arcsec 0 natural 0 2.4 13.52 5.74 18.19 6.63 4.3 2 0.00 0.7999 1.4e+02 53 37
SKASUR1 0 0 1400 -50 0.4-1.0arcsec 0 natural 0 6.6 7.90 1.20 1641.07 0.70 12 2.3 0.40 0.8922 3.8e+02 26 14
SKA1W8-C9B120 0 0 800 -50 10.0-60.0arcsec 6 natural 0 1.2 11.69 9.36 8.72 9.58 2.3 1.2e+03 0.01 19.5459 72 94 1.1e+02
SKASUR1 0 0 1000 -30 3.0-10.0arcsec 5 natural 0 2.7 10.00 3.64 79.81 3.17 5 94 0.03 5.4834 1.6e+02 2.4e+02 1.8e+02
SKA1W8-12C0B120 0 0 650 -30 0.4-1.0arcsec 0 natural 0 1.5 13.52 8.92 8.68 9.60 2.8 2 0.15 0.8006 87 1.3e+02 86
SKASUR 0 0 1400 -10 0.4-1.0arcsec 0 natural 0 4 7.90 1.97 362.42 1.49 7.3 1.5 0.26 0.6973 2.3e+02 70 49
SKA1W8-C9B120 0 0 650 -10 3.0-10.0arcsec 5 natural 0 1.6 13.52 8.29 13.83 7.60 3 79 0.01 5.0246 94 1.1e+02 65
SKASUR1 0 0 650 -10 3.0-10.0arcsec 5 natural 0 4.7 13.52 2.91 82.59 3.11 8.5 91 0.13 5.3858 2.7e+02 1.5e+02 1.8e+02
SKA1W8-C9B120 0 0 650 -50 0.4-2.0arcsec 1 natural 0 1.1 13.52 12.30 6.38 11.20 2 3 0.10 0.9738 63 2.5e+02 1.4e+02
SKA1W8-12C0B120 0 0 800 -50 1.0-2.0arcsec 2 natural 0 1.6 11.69 7.51 13.76 7.62 2.8 5.2 0.01 1.2834 90 60 90
SKA1V8 0 0 1000 -30 3.0-10.0arcsec 5 natural 0 1.5 10.00 6.84 12.23 8.09 2.7 87 0.06 5.2543 84 32 74
SKA1V8 0 0 1000 -30 10.0-60.0arcsec 6 natural 0 1.2 10.00 8.43 7.49 10.34 2.2 1.4e+03 0.02 20.7808 68 49 1.3e+02
SKA1W8-C9B120 0 0 1000 -50 3.0-10.0arcsec 5 natural 0 1.5 10.00 6.51 13.62 7.66 2.8 85 0.04 5.1946 89 29 65
SKA1W8-C9B120 0 0 800 -50 2.0-3.0arcsec 3 natural 0 2.9 11.69 4.08 43.27 4.30 5.2 17 0.08 2.3414 1.7e+02 18 22
SKA1W8 0 0 1400 -50 0.4-1.0arcsec 0 natural 0 0.8 7.90 9.94 10.49 8.73 1.4 0.86 0.08 0.5227 46 35 76
SKASUR1 0 0 1400 -50 2.0-3.0arcsec 3 natural 0 5.5 7.90 1.45 344.70 1.52 9.9 18 0.16 2.3814 3.1e+02 38 43
SKA1V8-C9B120 0 0 1400 -10 2.0-3.0arcsec 3 natural 0 1.5 7.90 5.33 31.10 5.07 2.7 17 0.10 2.3514 85 9.9 32
SKA1V8-C9B120 0 0 650 -10 10.0-100.0arcsec 7 natural 0 0.99 13.52 13.62 5.90 11.65 1.8 1.7e+03 0.07 23.4911 57 3e+02 1.7e+02
SKA1W8-12C0B120 0 0 650 -30 0.4-2.0arcsec 1 natural 0 1 13.52 13.00 5.48 12.08 1.9 3.2 0.11 1.0160 60 2.7e+02 1.6e+02
SKASUR1 0 0 650 -10 10.0-60.0arcmin 8 natural 0 45 13.52 0.30 16917.25 0.22 82 3.2e+06 0.30 1029.3410 2.6e+03 1.6 0.99
SKASUR1 0 0 650 -50 10.0-60.0arcmin 8 natural 0 50 13.52 0.27 20376.72 0.20 91 3.3e+06 0.23 1031.2536 2.9e+03 1.3 0.82
SKASUR1 0 0 1400 -50 10.0-100.0arcsec 7 natural 0 3 7.90 2.62 53.78 3.86 5.5 7.5e+02 0.04 15.4729 1.7e+02 1.2e+02 2.9e+02
SKASUR 0 0 1400 -10 3.0-4.0arcsec 4 natural 0 5.3 7.90 1.48 354.12 1.50 9.7 35 0.02 3.3514 3.1e+02 40 42
SKA1V8-C9B120 0 0 800 -10 10.0-60.0arcsec 6 natural 0 1.2 11.69 10.11 7.44 10.37 2.1 1.1e+03 0.05 19.0965 67 1.1e+02 1.3e+02
SKA1W8-C9B120 0 0 1400 -30 2.0-3.0arcsec 3 natural 0 1.7 7.90 4.59 44.60 4.24 3.1 18 0.06 2.3901 99 7.4 21
SKA1V8-C9B120 0 0 650 -30 2.0-3.0arcsec 3 natural 0 2.4 13.52 5.75 31.01 5.08 4.3 17 0.08 2.3486 1.4e+02 54 31
SKA1W8-C9B120 0 0 1000 -30 3.0-4.0arcsec 4 natural 0 3.3 10.00 3.07 62.13 3.59 5.9 36 0.11 3.3838 1.9e+02 6.5 15
SKA1W8-12C0B120 0 0 1400 -50 10.0-60.0arcsec 6 natural 0 0.75 7.90 10.52 8.53 9.68 1.4 1.6e+03 0.01 22.9067 43 39 1.1e+02
SKASUR 0 0 1000 -50 10.0-100.0arcsec 7 natural 0 3.6 10.00 2.76 88.56 3.01 6.6 9.4e+02 0.04 17.3460 2.1e+02 1.4e+02 1.8e+02
SKASUR 0 0 1400 -30 10.0-60.0arcsec 6 natural 0 4.6 7.90 1.73 94.59 2.91 8.3 9.2e+02 0.06 17.1170 2.6e+02 54 1.7e+02
SKA1W8-V2 0 0 650 -50 10.0-60.0arcmin 8 natural 0 5.2 13.52 2.60 250.66 1.79 9.5 2.1e+06 0.00 815.0991 3e+02 11 5.8
SKA1W8-C9B120 0 0 1400 -10 0.4-1.0arcsec 0 natural 0 0.77 7.90 10.22 10.27 8.82 1.4 0.87 0.07 0.5252 45 37 74
SKA1W8-12C0B120 0 0 650 -30 10.0-100.0arcsec 7 natural 0 1.1 13.52 12.88 6.16 11.40 1.9 2.3e+03 0.04 27.1086 61 2.7e+02 1.6e+02
SKASUR 0 0 1000 -10 1.0-2.0arcsec 2 natural 0 4.1 10.00 2.45 181.11 2.10 7.4 5.6 0.18 1.3455 2.4e+02 1.1e+02 81
SKA1W8-12C0B120 0 0 650 -10 10.0-60.0arcsec 6 natural 0 1.3 13.52 10.58 8.63 9.63 2.3 1.4e+03 0.11 21.0246 74 1.8e+02 1.1e+02
SKA1V8-C9B120 0 0 800 -30 1.0-2.0arcsec 2 natural 0 1.8 11.69 6.50 17.54 6.75 3.3 5.7 0.06 1.3478 1e+02 45 54
SKA1W8 0 0 650 -30 10.0-60.0arcsec 6 natural 0 1.3 13.52 10.70 8.35 9.79 2.3 1.3e+03 0.04 20.6145 73 1.9e+02 1.1e+02
SKA1W8-C9B120 0 0 650 -10 10.0-60.0arcsec 6 natural 0 1.2 13.52 10.89 8.62 9.64 2.3 1.3e+03 0.05 19.9667 72 1.9e+02 1.1e+02
SKA1W8 0 0 650 -50 1.0-2.0arcsec 2 natural 0 1.6 13.52 8.62 18.67 6.55 2.9 4.7 0.07 1.2298 90 1.2e+02 64
SKA1W8-V2 0 0 1400 -10 3.0-4.0arcsec 4 natural 0 2.3 7.90 3.37 64.32 3.53 4.3 35 0.01 3.3607 1.4e+02 4 15
SKA1V8-C9B120 0 0 1000 -50 3.0-10.0arcsec 5 natural 0 1.4 10.00 7.36 10.51 8.72 2.5 84 0.05 5.1730 78 37 88
SKA1W8 0 0 650 -10 3.0-4.0arcsec 4 natural 0 3.5 13.52 3.85 69.37 3.40 6.4 35 0.09 3.3582 2e+02 24 14
SKA1W8-V2 0 0 1000 -30 3.0-10.0arcsec 5 natural 0 1.7 10.00 6.02 15.82 7.11 3 76 0.07 4.9314 96 25 60
SKA1W8-12C0B120 0 0 1000 -10 10.0-60.0arcmin 8 natural 0 7.9 10.00 1.27 234.53 1.85 14 1.9e+06 0.02 781.4811 4.5e+02 1.1 6.2
SKASUR 0 0 1000 -50 10.0-60.0arcmin 8 natural 0 57 10.00 0.18 17026.35 0.22 1e+02 2.8e+06 0.22 948.2912 3.3e+03 0.56 0.96
SKA1W8-V2 0 0 650 -50 3.0-10.0arcsec 5 natural 0 1.7 13.52 7.90 15.40 7.21 3.1 74 0.08 4.8608 99 1e+02 60
SKASUR1 0 0 1400 -30 10.0-60.0arcmin 8 natural 0 66 7.90 0.12 19257.87 0.20 1.2e+02 1.8e+06 0.01 751.2938 3.8e+03 0.26 0.86
SKA1W8-12C0B120 0 0 800 -30 0.4-2.0arcsec 1 natural 0 1 11.69 11.64 5.48 12.08 1.8 2.4 0.11 0.8698 58 1.5e+02 1.6e+02
SKA1W8-C9B120 0 0 1000 -30 1.0-2.0arcsec 2 natural 0 2 10.00 4.89 18.83 6.52 3.7 5.4 0.08 1.3098 1.2e+02 16 63
SKA1W8 0 0 650 -50 2.0-3.0arcsec 3 natural 0 2.7 13.52 4.95 45.40 4.20 5 17 0.05 2.3468 1.6e+02 40 22
SKA1W8-C9B120 0 0 1000 -10 0.4-1.0arcsec 0 natural 0 1.2 10.00 8.03 10.27 8.82 2.3 1.2 0.06 0.6156 72 44 74
SKA1V8-C9B120 0 0 650 -50 10.0-60.0arcmin 8 natural 0 5.3 13.52 2.54 262.00 1.75 9.7 2.1e+06 0.00 816.0132 3.1e+02 10 5.6
SKA1W8-C9B120 0 0 1400 -10 0.4-2.0arcsec 1 natural 0 0.65 7.90 12.08 6.50 11.09 1.2 1.2 0.08 0.6116 38 51 1.3e+02
